price,Address,area,latitude,longitude,Bedrooms,Bathrooms,Balcony,Status,neworold,parking,Furnished_status,Lift,Landmarks,type_of_building,desc,Price_sqft
34000000.0,"Mulund West, Mumbai, Mulund West, Mumbai - Central Line, Maharashtra",1085.0,19.1595755,72.9465747,3.0,3.0,1.0,,New Property,2.0,Unfurnished,3.0,Fortis Hospital,Flat,"


                                Presenting, majestic 3 bed residences at Atmosphere, situated in Mumbai’s most buzzing central suburb  Mulund. Experience the world at your fingertips with seamless connectivity to the rest of the city and enrich every moment of your life with a host of amenities. Known as one of the best residential projects in Mulund West, it is a place where luxury and conveniences converge. Discover an Atmosphere that’s just perfect and awaiting you. A luxury property in Mulund with thoughtful amenities and services, Atmosphere is the ideal home for your family.  OC Received Project
                            
more

",31336.405529953918
65000000.0,"Devle Rd, JVPD Scheme, Juhu, Mumbai, Maharashtra, Juhu, Mumbai - Western Suburbs, Maharashtra",1500.0,19.116129,72.821959,2.0,2.0,,Ready to Move,Resale,2.0,,2.0,Juhu,Flat,"
                    
                    
                    
                       2bhk available for sale in juhu.
                    
                ",43333.333333333336
20300000.0,"Kanjurmarg West, Mumbai, Kanjurmarg West, Mumbai - Central Line, Maharashtra",891.0,18.9249211,72.8297224,3.0,3.0,1.0,,New Property,1.0,Unfurnished,4.0,,Flat,"
                    
                    
                    
                       Multistorey apartment is available for sale. It covered area of 891 sq-ft, it is a good location property. Please contact for moredetails.
                    
                ",22783.38945005612
25000000.0,"Rajawadi, Ghatkopar east, Ghatkopar East, Mumbai - Central Line, Maharashtra",800.0,19.07907,72.907976,2.0,2.0,1.0,Ready to Move,Resale,,,,Rajawadi derasar,Flat,"
                    
                    
                    
                       Good new residential building with all ammenities . good floor to ceiling height . 3 flats on one floor , only 2 and 3 bhk flats in the building . Good new residential resale flat
                    
                ",31250.0
21000000.0,"Crompton Greaves Compound, Maharashtra, Kanjurmarg East, Mumbai, Maharashtra, Kanjurmarg East, Mumbai - Central Line, Maharashtra",1020.0,19.133092,72.93475,3.0,3.0,,,New Property,2.0,Unfurnished,2.0,near datar colony,Flat,"
                    
                    
                    
                       Runwal Bliss in Kanjur Marg East, Central Mumbai suburbs by Runwal Group is a residential project.Highlights of projectConnected to Eastern Express Highway.In proximity to Kanjurmarg Railway Station.
                    
                ",20588.235294117647
102000000.0,"Rustomjee Seasons Madhusudan Kalelkar Rd near MIG Colony Kala Nagar Bandra East Mumbai Maharashtra 400051, Bandra East, Mumbai - Western Suburbs, Maharashtra",3180.0,19.05749,72.850961,4.0,4.0,1.0,Ready to Move,New Property,3.0,Unfurnished,2.0,Near by mig cricket Club,Flat,"


                                LARGE 4 BHK WITH OC READY TO MOVE AT RUSTOMJEE SEASONS. Spread over an expansive 3.8 acres, every little detail of Seasons is extraordinary, starting from the desirable location, awe inspiring views, and expansive green spaces to spectacular connectivity. From sprawling sundecks fashioned for weekend barbeques with friends, to performance spaces that will resurrect your forgotten interests, every nook and corner is appointed with only the best amenities and the most enviable lifestyle options.
                            
more

",32075.471698113208
22500000.0,"Vazira naka, Borivali West, Mumbai - Western Suburbs, Maharashtra",1000.0,19.233531951904297,72.83919525146484,3.0,3.0,1.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Kandarpada Circle,Flat,"
                    
                    
                    
                       this is well maintain flat in gated society , 24 hour water, 24X7 security, near by school, College, banks, hospitals, close to link road and  w.e.highway
                    
                ",22500.0
19000000.0,"WING-C, DC Das Marg, P&T Staff Colony, Mulund West, Mumbai, Maharashtra, Mulund West, Mumbai - Central Line, Maharashtra",1058.0,19.176718,72.944581,2.0,2.0,,Ready to Move,New Property,1.0,,4.0,Mulund west.,Flat,"


                                Maverick Mulund Mahavir Dham CHSL is an exquisite residential venture by Maverick Realtors in Mulund West, Mumbai. The project comprises spacious and well-ventilated 2 BHK and 3BHK apartments with the unit size ranging from 750 square foot to 1,075 square foot.The gated community has beautifully decorated interiors with landscaped gardens and trees. There is an open space for recreation. Arrangements have been made for rainwater harvesting and water conservation. There is sufficient space for closed car parking. Stormwater drains make the monsoons enjoyable without hassles of waterlogging.Mulund West has a robust public transport system. The social infrastructure is also excellent.
                            
more

",17958.412098298675
15500000.0,"Swapna Nagari Near Vasant Garden Mulund West, Mulund West, Mumbai - Central Line, Maharashtra",875.0,19.1746739,72.9431038,2.0,2.0,1.0,Ready to Move,Resale,2.0,Furnished,2.0,Near NES International school,Flat,"
                    
                    
                    
                       2BHK  Flat comes with Balcony and is vastu compliant.. Has an open car park and childrens play area Lot of free space to move around
                    
                ",17714.285714285714
25000000.0,"Ghatkopar West, Mumbai, Ghatkopar West, Mumbai - Central Line, Maharashtra",1500.0,19.1040673,72.9176784,3.0,3.0,,Ready to Move,Resale,1.0,,4.0,Next to R City Mall,Flat,"


                                Exhibiting variety of options of 2 and 3 BHK units amidst lush green and peaceful surroundings, Runwal Orchard Residency apartments are very well designed by one of the best and reputed builders and developers namely Runwal Realtors which are being offered in Ghatkopar West, Mumbai. Commendably located in one of the prime area of Mumbai, this residential venture comes with 10 magnificent highrise towers holding 590 apartment units.  these exquisite apartments encourage utmost comfort and privacy.
                            
more

",16666.666666666668
22500000.0,"Mulund West, Mumbai, Mulund West, Mumbai - Central Line, Maharashtra",1600.0,19.1746739,72.9431038,3.0,3.0,1.0,,New Property,2.0,Semi-Furnished,5.0,Mulund west,Flat,"
                    
                    
                    
                       Distress sale 3 bhk 1030 carpet higher floor semi furnished all amenities  hill view spacious apartments
                    
                ",14062.5
55000000.0,"Goregaon East, Mumbai, Goregaon East, Mumbai - Western Suburbs, Maharashtra",2430.0,19.1547839,72.8540607,4.0,4.0,4.0,Ready to Move,Resale,2.0,Semi-Furnished,4.0,Next to Hub Mall,Flat,"
                    
                    
                    
                       Higher Floor 4BHK Jodi flat in Lodha Fiorenza Goregaon East available for sale. Call for further details and inspection.
                    
                ",22633.744855967077
15000000.0,"Mulund West, Mumbai, Mulund West, Mumbai - Central Line, Maharashtra",688.0,19.170591,72.937278,2.0,2.0,2.0,,New Property,,Unfurnished,,Near Vasant Oscar,Flat,"
                    
                    
                    
                       2bhk for sell Mulund West March 23 Position
                    
                ",21802.325581395347
23900000.0,"Andheri West, Mumbai, Veera Desai Road, Mumbai, Maharashtra",950.0,19.13735580444336,72.83695220947266,2.0,2.0,,Ready to Move,Resale,1.0,Furnished,2.0,andheri west,Flat,"
                    
                    
                    
                       2 bhk fully furnished flat available for sale Also 2.5 bhk SALEcall for inspection u k Mishra
                    
                ",25157.894736842107
25000000.0,"Andheri west., Seven Bungalows, Mumbai - Western Suburbs, Maharashtra",900.0,19.12842,72.81988,2.0,2.0,1.0,Ready to Move,Resale,2.0,Furnished,2.0,Next to the seven bunglow bus stop.,Flat,"
                    
                    
                    
                       Its a very lavish flat fully done up , specially designed for comfortable living ,full airy flat with natural sun lights , heigher floor , very close to metro station , bus stop , ,main road , shopping center.
                    
                ",27777.777777777777
69000000.0,"Opposite Hard Rock Cafe, Pandurang Budhkar Marg, Worli, Mumbai - South Mumbai, Maharashtra",2135.0,19.004138,72.8270133,4.0,5.0,,Ready to Move,Resale,3.0,,6.0,"Opposite Hard Rock Cafe, Pandurang Budhkar Marg",Flat,"


                                Sensitively designed by WOHA, the internationally acclaimed, Singapore based architecture firm. The residences at The Park are in a league of its own. Other features and amenities includes, immaculate sea view, Plenty of fresh air, natural light, Concierge services, 7 tier security and state of the art firefighting systems, Gourmet restaurants and cafe, Wellstocked library, Play zones for kids 2 to 14 years, Activity Rooms Dance and Music classes, Business Centre, Private Theatre, Indoor badminton court etc., Green Zone, Meditation pavilions, Reading area, etc
                            
more

",32318.501170960186
9750000.0,"Mira Road, Mumbai, Beverly Park, Mumbai - Mira Road and Beyond, Maharashtra",1412.0,19.29123434,72.87967664,3.0,3.0,5.0,Ready to Move,New Property,,,2.0,Kanakia bewerly park.,Flat,"


                                you are looking for a residential establishment in the Eastern side of Mira road in Mumbai, then neminath height could be the perfect next address for you. Here you will get the availability of quality housing facilities in all budget categories. It is a prominent place for settlement due to the availability of suitable communication to reach schools, bus stops, banks, ATMs, shopping malls and hospitals. They have exclusively designed the apartments by illustrating an epitome of elegance and simplicity through the apartment .
                            
more

",6905.099150141643
25500000.0,"Borivali East, Mumbai, Magathane, Mumbai - North Mumbai, Maharashtra",1450.0,19.216866,72.86649054,3.0,3.0,,Ready to Move,Resale,1.0,,5.0,Nearby Western Express Highway,Flat,"


                                It is the best property of 3 Bhk Flat For Sale In Rivali Park Magathane Borivali East with world class amenities like Garden, Swimming Pool, Play Area, Health Facilities, 24Hr Backup, Maintenance Staff, Security, Intercom, Club House, Wifi, Tennis Court, Badminton Court, Gymnasium, Indoor Games, Community Hall etc.
                            
more

",17586.206896551725
39800000.0,"Crescent Bay, Jerbai Wadia Road, Parel, Mumbai., Parel, Mumbai - South Mumbai, Maharashtra",1765.0,19.0038320445835,72.8505157603601,3.0,2.0,1.0,Ready to Move,Resale,1.0,Semi-Furnished,8.0,Near by TATA Memorial Hospital,Flat,"


                                2 .5 BHK for sales in crescent bay parel. It is a superb property and offers an excellent view. The flat is semifurnished with multiple amenities and promises a comfortable stay. It is feng shuivaastu compliant which is considered to bring positive energy. The appeal of the flat has been increased with the availability of a central air conditioner water purifier internetwifi connectivity and pipedgas. Indeed the society too has multiple facilities for enjoyment such as club housecommunity center fitness centregym swimming pool security personnel and water softening plant. Please call for visit.
                            
more

",22549.57507082153
47500000.0,"Mahalakshmi, Mumbai, Vatsalabai Desai Chowk, Mumbai - South Mumbai, Maharashtra",1818.0,18.9871633297704,72.8298919933281,3.0,3.0,2.0,Ready to Move,Resale,2.0,,3.0,Lower Parel,Flat,"


                                This 3 Bhk flat in mahalaxmi, mumbai south is available for sale. It is part of . It has 3 bathrooms. The furnishings include 5 fan1washing machine1curtains1chimney10 light1water purifier4ac1exhaust fan3 wardrobe 3 geyser1modular kitchen. The 2 balconies keep the apartment well ventilated. The apartment is spacious with a super built up area of 2008 sq.Ft. With carpet area 1250 sq.Ft. It also has a pooja room  and servant room. Located on the 12th floor of 52 floors, the expected price of this apartment is rs 4.75 crore Rs. 23655.00 per sq.Ft.. This property comes with an additional cost.
                            
more

",26127.612761276127
34000000.0,"Andheri West, Mumbai, Lallu Bhai Park, Mumbai - Western Suburbs, Maharashtra",1355.0,19.11366241,72.84480702,3.0,3.0,1.0,Ready to Move,Resale,1.0,,3.0,"Opp Lallubhai Park, Andheri West",Flat,"


                                Available for Sale 3BHK Fully Furnished Flat in Park Vistas in Andheri West, the project is all set for moving in purpose. The required necessities like park, petrol pump, school, restaurant, bus station, ATMs, bank, hospital etc. in the neighbourhood. The Building is very close to the station and just opposite Lallubhai park.
                            
more

",25092.250922509225
46300000.0,"Mulund West, Mumbai, Mulund West, Mumbai - Central Line, Maharashtra",1415.0,19.1714,72.940339,3.0,3.0,1.0,,New Property,2.0,Semi-Furnished,6.0,Near LBS Road Mulund West,Flat,"


                                Enigma offer spacious 3BHK and 4BHK residences with wideopen play areas. Long jogging tracks lead you through verdant gardens and expansive walkways. Stroll through the greenery and let the most enchanting views soothe your soul. Experience a truly global lifestyle that offers you the latest in modern living in the lap of nature, yet seamlessly connected to the busy world outside. Eternia and Enigma have been approved by all leading banks and housing finance companies. Perfect suite for NRI,Doctors,Corporate and tasteful Buyer who look for Lux Living at Mulund West
                            
more

",32720.848056537103
8600000.0,"Mira Road, Mumbai, Ramdev Park, Mumbai - Mira Road and Beyond, Maharashtra",1045.0,19.293286,72.869699,2.0,2.0,4.0,Ready to Move,New Property,,,2.0,Opp Property Solution,Flat,"
                    
                    
                    
                       A beautiful 2 bhk apartment in mira road east, mira road and beyond. The property is a part of unique estate.
                    
                ",8229.665071770334
20000000.0,"Wadala East, Mumbai-400037., Bhakti Park, Mumbai - Harbour Line, Maharashtra",965.0,19.028609,72.8794,2.0,2.0,,Ready to Move,Resale,1.0,,4.0,Available 2 BHK apartment for sale in a prime location of Wadala.,Flat,"


                                An excellent 2 bhk residential apartment for sale in Bhakti Park, Mumbai Harbour. It is a very good property. It is available for all. We are looking for Rs. 20000000. It is on the 4th floor and has vitrified flooring. It is a west facing property and has lifts, maintenance staff, visitor parking, water storage, securityfire alarm and intercom facilit etc. The society too has features like park which adds to the attractiveness of the property. Full power back up.
                            
more

",20725.38860103627
33500000.0,"Ashford Royale S Samuel Marg Nahur West Sarvodaya Nagar Mulund West Mumbai Maharashtra 400078, Mulund West, Mumbai - Central Line, Maharashtra",2560.0,19.157602,72.945243,3.0,3.0,1.0,Ready to Move,New Property,3.0,Unfurnished,5.0,Near by OM RK And Sons,Flat,"


                                3 BHK flat This is a wonderful project with grand entrance lobby. It is equipped with all modern aminities like gymclub houseswimming poolgarden and banquet. It has lot of open space. All flats are north east facing. Flat size is huge and spacious and are cross ventelated. Over all its a project you would love to live in
                            
more

",13085.9375
62500000.0,"Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",1500.0,18.99706,72.818401,3.0,3.0,,Ready to Move,Resale,1.0,,8.0,"Lodha Supremus, Annie Besant Road, Four Seasons Hotel, Lower Parel",Flat,"


                                Multiple options available in 2, 3, 4, 5, 6 and full floor apartments alongwith deck apartments. Welcome to BLU Estate & Club, the most exclusive residential development in Mumbai. This unique development is in a vibrant location of Worli, with spectacular views of the Arabian Sea. It is set in 10 acres and is the last time a real estate development of this size will be created in South Mumbai that will provide this type of luxury flats in South Mumbai.
                            
more

",41666.666666666664
47000000.0,"Esquire by Oberoi Realty, Oberoi Garden City, Off Western Express Highway, Goregaon East, Mumbai, Goregaon East, Mumbai - Western Suburbs, Maharashtra",2195.0,19.16989,72.863761,3.0,4.0,,Ready to Move,Resale,2.0,,5.0,"Oberoi Garden City,Near Oberoi Woods,Off,Western Express Hwy, Goregaon",Flat,"


                                3 BHK semi furnished flat is available for sale in oberoi esquire.get all transportation connectivity.also get all modern amenities with their quick access.start your lavish lifestyle with reliable people.available at prime location of goregaon east..
                            
more

",21412.300683371297
18500000.0,"Chembur, Mumbai., Chembur, Mumbai - Harbour Line, Maharashtra",1175.0,19.057437,72.905785,2.0,2.0,,,New Property,1.0,Unfurnished,2.0,Near Chembur station,Flat,"


                                An elegant 2BHK apartment with perfect layout and design in available for buyers at a convenient location. This prime property is at walkable distance from Chembur station and has clean surroundings. The elevation of the building is quite unique and impressive. It has modern amenities like grand entrance lobby rooftop garden and play area. The apartment is well planned with thoughtful design providing ample space in living room and bedrooms and comfortable space in kitchen. Call us for best deals and inspection.
                            
more

",15744.68085106383
28000000.0,"Wadala, Mumbai, Wadala, Mumbai - Harbour Line, Maharashtra",983.0,19.03731,72.87871,2.0,2.0,3.0,Ready to Move,Resale,1.0,,8.0,LADMARK(S)  1. Imax Dome COMMUTING  1. Eastern Freeway2. BKC - Sion Connector 3. Wadala Monorail Station4. GTB Station 5. ISBT Bus Stand6. Metro Line 4 / 11 expected to start soon.,Flat,"
                    
                    
                    
                       This 2 BHK home has been furnished with marble flooring, a modular kitchen and intuitively designed french windows. It comes with 2 Bathrooms, 3 Balconies and 1 Car Parking Space.
                    
                ",28484.231943031537
12500000.0,"Goregaon East, Mumbai, Film City Road, Mumbai - North Mumbai, Maharashtra",1031.0,19.16885607,72.87786054,2.0,2.0,,Ready to Move,Resale,1.0,,2.0,Film City Road,Flat,"
                    
                    
                    
                       Available 2bhk apartment for sale at Omkar Ananta Goregaon East
                    
                ",12124.151309408342
15500000.0,"Goregaon East, Mumbai, Goregaon East, Mumbai - Western Suburbs, Maharashtra",1255.0,19.1590077,72.8692711,2.0,2.0,,,New Property,1.0,Unfurnished,4.0,Nr oberoi mall.,Flat,"


                                We present you “Applaud 38”  a 38 storey beautifully designed luxury residential projects in Goregaon. Infused with panache & intricately crafted by impeccable talent, this exquisite residential property in Goregaon has premium texture finishes that is sure to meet international standards for its quality, look and feel. Don’t think twice. If you are looking to buy a residential property in Goregaon, Applaud 38 can be a perfect abode for you & your family.
                            
more

",12350.597609561753
36500000.0,"Wadala, Mumbai, Bhakti Park, Mumbai - Harbour Line, Maharashtra",1600.0,19.03731,72.87871,3.0,3.0,4.0,Ready to Move,Resale,2.0,,4.0,near to bkc and wadala monorail,Flat,"
                    
                    
                    
                       New Cuffe Parade offers you an evolved lifestyle owing to its luxurious amenities, seamless connectivity and thriving community
                    
                ",22812.5
44500000.0,"chembur, Chembur, Mumbai - Harbour Line, Maharashtra",2500.0,19.0531452,72.902321,4.0,4.0,,Ready to Move,Resale,1.0,,2.0,Diamond garden.,Flat,"


                                Vaastu compliant exclusively planned flat with large living room and provision for dinning area and bedrooms with full height french windows overlooking greenery around , prime location of chembur premium quality construction by a very reputed developers.
                            
more

",17800.0
4850000.0,"Madhuban Township, Golani Naka, Vasai East, Vasai-Virar, Maharashtra 401208, Vasai East, Mumbai - Mira Road and Beyond, Maharashtra",950.0,19.398905,72.84184,2.0,2.0,3.0,,New Property,1.0,Unfurnished,2.0,Carnival Cinemas 2 Kms.D Mart 3.5Kms.McDonald's 2Kms,Flat,"


                                Ornate Heights at Vasai East will be a cluster of aesthetically alluring two wings having worldclass amenitiesIt has thoughtfully planned 1 & 2 BHK residences that work for todays way of life.It is a perfect combination of the best modern architecture and design. Ornate Heights at Vasai East will be a cluster of aesthetically alluring two wings with worldclass amenities. It has thoughtfully planned 1 & 2 BHK residences that work for todays way of life. It is a perfect combination of the best modern architecture and design.Ornate Heights is an address that you deserve crafted to perfe
                            
more

",5105.263157894737
40599999.99999999,"Western Express Highway, Malad East, Mumbai, Malad East, Mumbai - North Mumbai, Maharashtra",2800.0,19.183819,72.861116,4.0,4.0,4.0,,New Property,3.0,Unfurnished,8.0,Next to Oberoi Mall,Flat,"


                                4BHK distant investor flat on higher floor for available on sell in Omkar Altamonte Malad East. Altamonte in Malad East Mumbai is 4 tallest buildings development of 54 residential floors with 7 levels of podium parking, being developed by Omkar Group.The project significantly marks the essence of true craftsmanship with the finest facilities spread across its 2, 3 ,4 and 5 bedroom apartments with balcony and having all the modern amenities. builder had given 2 tower possession with OC. The above price is all inclusive
                            
more

",14499.999999999998
26000000.0,"Ajmera I Land Treon Bhakti Park Bhakti Park Near Carnival Imax Wadala Road Mumbai Maharashtra 400037, Wadala East, Mumbai - Harbour Line, Maharashtra",1350.0,19.02814292907715,72.87950134277344,2.0,2.0,1.0,Ready to Move,Resale,2.0,Semi-Furnished,4.0,Near by imax Dome,Flat,"


                                2 BHK Very good posh area with good connectivity bus taxi auto two club houses with swimming pool 25 acres green garden in Bhakti park compound Imax big cinemas for entertainment first monorail train in Mumbai in Bhakti park station and monorail project there are many facilities including a functioning  society apartment has a basement car park 24 hrs of security and water supply Wadala being one of the seven original island of Mumbai has an enviable location in the heart of Mumbai Wadala road is a station on the harbour line of Mumbais railway network luxurious apartments in Wadala  Mumbai which is the harbinger of a new era of living and lifestyle luxurious apartments are a gated community with ultramodern security facility and 2 health club located near 3 km away from all social fabric school college market mall centre located from working places like b K C lower Parel Nariman point  C S T this places 20 to 25 minutes from Bhakti park and 12th school in Wadala located 10 to 15 minutes and new business district CBD and new business to Bhakti park Wadala luxurious apartments are enclosed with most modern services like gymnasium with advanced equipment
                            
more

",19259.25925925926
41500000.0,"lodha fiorenza, Goregaon East, Mumbai, CAMA Industrial Estate, Mumbai - North Mumbai, Maharashtra",2205.0,19.1547839,72.8540607,3.0,3.0,2.0,Ready to Move,Resale,2.0,Semi-Furnished,5.0,Close to the western and eastern express highway.,Individual House,"
                    
                    
                    
                       Property very close to the Nirlon Knowledge Park and Nesco It park, walkable distance from Hub mall
                    
                ",18820.861678004534
60000000.0,"Sion - Trombay Rd, Dreamland Society, Borla, Union Park, Chembur, Mumbai, Maharashtra 400071, Chembur, Mumbai - Harbour Line, Maharashtra",1976.0,19.046912,72.90759,3.0,2.0,2.0,,New Property,1.0,Semi-Furnished,,"Sion - Trombay Rd, Dreamland Society, Borla, Union Park, Chembur, Mumb",Flat,"
                    
                    
                    
                       3BHK in Godrej R K Studio Project Godrej RKS With Excellent Connectivity .Call for more details.
                    
                ",30364.372469635626
9420000.0,"Mira Road, Mumbai, Mira Road East, Mumbai, Maharashtra",1060.0,19.2874366666667,72.877361,2.0,3.0,4.0,Ready to Move,New Property,,,2.0,kanakia,Flat,"
                    
                    
                    
                       Other charges will be additional. Project developed by skd group. Pinnacolo a well maintained project ready to move with oc bmc water and gas pipe line. Project location kanakia
                    
                ",8886.792452830188
15200000.0,"Near bantar bhawan, opp priyadarshini circle, chunnabhatti., Kurla East, Mumbai - Central Line, Maharashtra",1084.0,19.058647,72.879248,2.0,2.0,,Ready to Move,New Property,1.0,,2.0,Near bantar bhawan.,Flat,"


                                Eastern winds a luxurious project 2 bhk 723 usable carpet 1.52 cr plus taxes , by shree krishna group at chunabhatti, kurla east, right between sion chembur opposite to the priyadarshini circle. A lavish 13 storey structure with 5 wings a, b, c, d, and e. A and b wing completely ready with o. C, and possession already given c, d and e wing. To be delivered by JUNE  2021. A quality project by with all modern amenities, with 20,000 sq. Ft of garden lawn, jogging track. A quality construction and no other project compares to at this price in the whole of chembur, developed by shree krishna group
                            
more

",14022.140221402215
26400000.0,"Oberoi Eternia, mulund west, Mulund West, Mumbai - Central Line, Maharashtra",1650.0,19.171175,72.940328,3.0,3.0,,,New Property,2.0,Unfurnished,4.0,On LBS Marg near to upcoming metro station.,Flat,"
                    
                    
                    
                       One of the most premium project in Mulund west of Oberoi Realty. 3 BHK being offered in Eternia. Pls call for more details.
                    
                ",16000.0
14600000.0,"Eksar, Mumbai - North Mumbai, Maharashtra",913.0,19.24198,72.83565,2.0,2.0,,,New Property,1.0,Unfurnished,2.0,"Eksar, Mumbai Andheri-Dahisar, Mumbai",Flat,"


                                C H Patil Sai Krupa CHSL in Eksar, Mumbai Andheri-Dahisar by C H Patil and Sons is a residential project.C H Patil Sai Krupa CHSL price ranges from 1.33 Cr to 1.41 Cr.C H Patil Sai Krupa CHSL offers facilities such as Lift.It also offers Car parking.This is a RERA registered project with registration number P51800011410.Bank loan approved from HDFC Home Loans, ICICI Bank, State Bank of India and AXIS Bank. It is an under construction project with possession offered in Jun, 2024.The project is spread over a total area of 0.58 acres of land. It has 30% of open space.C H Patil Sai Krupa CHSL has a total of 1 towers. The construction is of 18 floors. An accommodation of 74 units has been provided.
                            
more

",15991.237677984665
